Question,infomation,productTopSell,recommendedProduct,ingredient,quality,greeting
bạn giúp mình chút được không cho tôi biết cà phê nào phù hợp với mình,0,0,1,0,0,0
alo em bạn có thể cho tớ thông tin về,0,0,0,0,0,1
mình muốn hỏi bạn chút thông tin về có cà phê nào phù hợp với bạn không,0,0,1,0,0,0
mình có một thắc mắc americano có chất lượng không,0,0,0,0,1,0
mình cần bạn giải đáp espresso còn bao nhiêu ly,1,0,0,0,0,0
bạn có thể trả lời thắc mắc của mình bạn có thể thử cà phê nào,0,0,1,0,0,0
mình cần bạn giải đáp espresso có được nhiều người yêu thích không,0,0,0,0,1,0
bạn có thể cho tớ thông tin về cà phê với espresso cái nào ngon hơn,0,0,0,0,1,0
mình muốn hỏi bạn chút thông tin về sản phẩm bán chạy nhất hiện tại là gì,0,1,0,0,0,0
mình muốn biết sữa có trong sản phẩm nào,0,0,0,1,0,0
mình muốn biết tôi có thể tìm sản phẩm chứa bơ ở đâu,0,0,0,1,0,0
có thể giúp mình giải đáp gợi ý cà phê nào cho em tốt nhất,0,0,1,0,0,0
mình hỏi chút độ uy tín của americano thế nào,0,0,0,0,1,0
mình muốn tìm hiểu về đánh giá về espresso có cao không,0,0,0,0,1,0
bạn có thể cung cấp thông tin về mình có thể tham khảo cà phê nào,0,0,1,0,0,0
bạn giúp mình chút được không tôi có thể tìm sản phẩm chứa phô mai ở đâu,0,0,0,1,0,0
có thể hỏi bạn về có thể đặt hàng americano bây giờ được không,1,0,0,0,0,0
bạn giúp mình chút được không bạn có thể gợi ý cà phê cho tôi không,0,0,1,0,0,0
bạn cho mình hỏi giá của espresso đã giảm hay chưa,1,0,0,0,0,0
mình hỏi chút sản phẩm nào có mật ong,0,0,0,1,0,0
bạn có thể cho tớ thông tin về espresso được xếp vào loại nào trên thị trường,1,0,0,0,0,0
mình thắc mắc muốn hỏi bạn gợi ý cà phê mà tôi có thể thích,0,0,1,0,0,0
bạn giúp mình với những sản phẩm nào có doanh thu cao nhất trong thời gian gần đây,0,1,0,0,0,0
mình muốn biết nguyên liệu nào được dùng để làm cà phê,1,0,0,0,0,0
bạn cho mình xin thông tin về cà phê có thực sự tốt không,0,0,0,0,1,0
mình cần bạn giải đáp nhiều người đánh giá americano cao không,0,0,0,0,1,0
mình thắc mắc muốn hỏi bạn anh nên dùng cà phê nào,0,0,1,0,0,0
mình có điều muốn hỏi sản phẩm bán chạy nhất hiện tại là gì,0,1,0,0,0,0
cho mình hỏi espresso thuộc danh mục nào,1,0,0,0,0,0
bạn có thể cung cấp thông tin về độ ngon của cà phê như thế nào,0,0,0,0,1,0
cho mình hỏi cà phê nào phù hợp với em,0,0,1,0,0,0
có thể giải đáp giúp mình không sản phẩm nào được ưa chuộng nhất,0,1,0,0,0,0
mình đang thắc mắc về anh muốn thử cà phê gì,0,0,1,0,0,0
em mình có một thắc mắc,0,0,0,0,0,1
mình có điều muốn hỏi những sản phẩm nào đang bán chạy nhất trong hệ thống của Quán,0,1,0,0,0,0
mình muốn hỏi có nên thử americano không,0,0,0,0,1,0
mình có một câu hỏi cho tôi biết cà phê nào phù hợp với tớ,0,0,1,0,0,0
mình cần chút thông tin về mặt hàng nào được xem là xu hướng và đang bán chạy nhất hiện tại,0,1,0,0,0,0
mình thắc mắc muốn hỏi bạn cà phê nào phù hợp với mình,0,0,1,0,0,0
mình hỏi chút cà phê có sẵn không,1,0,0,0,0,0
có thể hỏi bạn về top sản phẩm hot nhất mà Quán đang bán là gì,0,1,0,0,0,0
bạn có thể cung cấp thông tin về bột mì có trong sản phẩm nào,0,0,0,1,0,0
bạn giúp mình với socola có trong sản phẩm nào,0,0,0,1,0,0
cậu có thể cho mình biết tớ muốn thử cà phê gì,0,0,1,0,0,0
cà phê có chất lượng ổn không,0,0,0,0,1,0
bạn có thể trả lời giúp mình tôi muốn biết cà phê nào là tốt nhất,0,0,1,0,0,0
mình thắc mắc chút espresso được làm từ nguyên liệu gì,1,0,0,0,0,0
mình đang thắc mắc về có thể đặt hàng americano bây giờ được không,1,0,0,0,0,0
bạn có thể cho tớ thông tin về sản phẩm bán chạy nhất hiện tại là gì,0,1,0,0,0,0
bạn có thể trả lời thắc mắc của mình espresso có nổi tiếng không,0,0,0,0,1,0
có thể giải đáp giúp mình không sản phẩm nào được làm từ trà,0,0,0,1,0,0
anh mình muốn hỏi bạn chút thông tin về,0,0,0,0,0,1
mình có điều muốn hỏi sản phẩm nào được làm từ trà,0,0,0,1,0,0
bạn giúp mình với americano có đảm bảo chất lượng không,0,0,0,0,1,0
có thể cho mình biết sản phẩm nào được chế biến bởi socola,0,0,0,1,0,0
bạn giúp mình với sản phẩm nào hot nhất hiện nay,0,1,0,0,0,0
mình muốn biết bạn muốn biết cà phê nào là tốt nhất,0,0,1,0,0,0
có thể cho mình biết gợi ý cho tôi cà phê tương tự với,0,0,1,0,0,0
bạn cho mình xin thông tin về bạn có biết cà phê nào cho mình không?,0,0,1,0,0,0
có thể hỗ trợ mình với nên mua americano hay không,0,0,0,0,1,0
bạn cho mình hỏi anh muốn biết cà phê nào là tốt nhất,0,0,1,0,0,0
quán mình muốn tìm hiểu về,0,0,0,0,0,1
mình hỏi chút có cà phê nào mà anh không nên bỏ lỡ không,0,0,1,0,0,0
mình muốn biết espresso có đảm bảo không,0,0,0,0,1,0
cậu giúp mình với americano có đáng tin cậy không,0,0,0,0,1,0
mình muốn hỏi sản phẩm chứa sữa nào phổ biến nhất,0,0,0,1,0,0
cậu giúp mình với cà phê có là sản phẩm phổ biến không,0,0,0,0,1,0
cậu giúp mình với sản phẩm nào sử dụng bơ,0,0,0,1,0,0
bạn giúp mình với mình có thể tham khảo cà phê nào,0,0,1,0,0,0
mình muốn hỏi có sản phẩm nào được chế biến từ phô mai,0,0,0,1,0,0
bạn có thể trả lời giúp mình americano có thành phần đặc trưng nào,1,0,0,0,0,0
mình muốn biết americano có thành phần đặc trưng nào,1,0,0,0,0,0
có thể giải đáp giúp mình không có sản phẩm nào chứa mật ong không,0,0,0,1,0,0
mình có một câu hỏi có nên tin tưởng vào chất lượng của espresso không,0,0,0,0,1,0
mình đang thắc mắc về espresso có thực sự tốt không,0,0,0,0,1,0
cậu có thể cho mình biết americano được mô tả như thế nào,1,0,0,0,0,0
bạn cho mình xin thông tin về giữa americano và cà phê thì cái nào phù hợp hơn,0,0,0,0,1,0
mình muốn hỏi nguyên liệu chính của americano là gì,1,0,0,0,0,0
có thể hỗ trợ mình với cà phê có đáng tiền không,0,0,0,0,1,0
cho tớ hỏi nguyên liệu chính của cà phê là gì,1,0,0,0,0,0
có sản phẩm nào chứa bơ không,0,0,0,1,0,0
mình muốn hỏi gợi ý cà phê mà anh có thể thích,0,0,1,0,0,0
bạn bạn cho mình hỏi,0,0,0,0,0,1
có thể hỗ trợ mình với em muốn thử cà phê gì,0,0,1,0,0,0
giữa americano và cà phê thì cái nào phù hợp hơn,0,0,0,0,1,0
mình thắc mắc chút trứng có trong sản phẩm nào,0,0,0,1,0,0
mình cần bạn giải đáp cà phê nào anh nên thử,0,0,1,0,0,0
bạn có thể cho tớ thông tin về cà phê còn hàng không,1,0,0,0,0,0
mình thắc mắc chút sản phẩm nào sử dụng phô mai,0,0,0,1,0,0
bạn giúp mình chút được không cà phê có tốt không,0,0,0,0,1,0
có thể giúp mình giải đáp bạn nên dùng cà phê nào,0,0,1,0,0,0
alo shop có thể cho mình biết,0,0,0,0,0,1
có thể hỏi bạn về anh nên dùng cà phê nào,0,0,1,0,0,0
bạn có thể trả lời giúp mình bạn có biết cà phê nào cho tớ không?,0,0,1,0,0,0
cho mình hỏi có cà phê nào giống cà phê không,0,0,1,0,0,0
mình thắc mắc chút bạn có thể gợi ý cà phê cho mình không,0,0,1,0,0,0
mình muốn tìm hiểu về espresso có ngon không,0,0,0,0,1,0
mình có điều muốn hỏi người dùng nói gì về americano,0,0,0,0,1,0
mình muốn tìm hiểu về chất lượng của cà phê có đảm bảo không,0,0,0,0,1,0
mình có một thắc mắc giữa espresso và cà phê thì cái nào phù hợp hơn,0,0,0,0,1,0
có thể hỗ trợ mình với gợi ý cà phê nào cho anh tốt nhất,0,0,1,0,0,0
có thể giúp mình giải đáp cà phê có sẵn không,1,0,0,0,0,0
mình thắc mắc chút em thích cà phê nào thì nên mua gì,0,0,1,0,0,0
bạn có thể cho tớ thông tin về sản phẩm nào được chế biến bởi phô mai,0,0,0,1,0,0
cậu giúp mình với có sản phẩm nào được xem là siêu hot gần đây không,0,1,0,0,0,0
mọi người có thể cho mình biết,0,0,0,0,0,1
espresso có phải là lựa chọn tốt không,0,0,0,0,1,0
mình cần chút thông tin về espresso được chế biến như thế nào,1,0,0,0,0,0
mình cần bạn giải đáp cho tôi biết cà phê nào phù hợp với bạn,0,0,1,0,0,0
mình có một câu hỏi sản phẩm có chứa đường không,0,0,0,1,0,0
hello mình đang thắc mắc về,0,0,0,0,0,1
mình thắc mắc chút có sản phẩm nào được chế biến từ trứng,0,0,0,1,0,0
mình muốn biết mhững sản phẩm nào đang hot nhất hiện nay,0,1,0,0,0,0
mình có một câu hỏi có sản phẩm nào chứa socola không,0,0,0,1,0,0
cậu có thể cho mình biết độ uy tín của espresso thế nào,0,0,0,0,1,0
cho mình hỏi cà phê có giá trị sử dụng cao không,0,0,0,0,1,0
cho tớ hỏi cà phê thuộc danh mục nào,1,0,0,0,0,0
mình có một thắc mắc bạn có biết cà phê nào cho tớ không?,0,0,1,0,0,0
bạn giúp mình với có thể đặt hàng cà phê bây giờ được không,1,0,0,0,0,0
mình thắc mắc chút sản phẩm espresso có phải là sự lựa chọn hoàn hảo không,0,0,0,0,1,0
hey cho mình thắc mắc,0,0,0,0,0,1
bạn cho mình xin thông tin về mình nên dùng cà phê nào,0,0,1,0,0,0
mình cần chút thông tin về sản phẩm nào có đường,0,0,0,1,0,0
có thể hỗ trợ mình với espresso được làm từ nguyên liệu gì,1,0,0,0,0,0
alo quán mình thắc mắc chút,0,0,0,0,0,1
bạn cho mình hỏi espresso có đáng để mua thử không,0,0,0,0,1,0
bạn giúp mình với cho tôi biết cà phê nào phù hợp với tôi,0,0,1,0,0,0
cậu giúp mình với cho tôi biết cà phê nào phù hợp với tớ,0,0,1,0,0,0
alo mình muốn biết,0,0,0,0,0,1
có thể hỏi bạn về cà phê được làm từ nguyên liệu gì,1,0,0,0,0,0
mình muốn tìm hiểu về bạn có biết cà phê nào cho anh không?,0,0,1,0,0,0
bạn giúp mình với đánh giá về espresso có cao không,0,0,0,0,1,0
bạn giúp mình với bạn muốn biết cà phê nào là tốt nhất,0,0,1,0,0,0
cho tớ hỏi cà phê có tốt không,0,0,0,0,1,0
mình thắc mắc chút sản phẩm nào sử dụng trà,0,0,0,1,0,0
mình có một câu hỏi gợi ý cà phê mà bạn có thể thích,0,0,1,0,0,0
mình hỏi chút sản phẩm nào được chế biến bởi trà,0,0,0,1,0,0
mình hỏi chút sản phẩm có chứa đường không,0,0,0,1,0,0
có thể hỏi bạn về có nên thử americano không,0,0,0,0,1,0
bạn cho mình xin thông tin về đánh giá về espresso có cao không,0,0,0,0,1,0
cậu giúp mình với sản phẩm espresso có hợp lý không,0,0,0,0,1,0
mình muốn hỏi bạn chút thông tin về có cà phê nào mà bạn không nên bỏ lỡ không,0,0,1,0,0,0
chào cậu bạn có thể trả lời giúp mình,0,0,0,0,0,1
bạn cho mình hỏi có nên thử americano không,0,0,0,0,1,0
cậu mình muốn hỏi bạn chút thông tin về,0,0,0,0,0,1
mình muốn hỏi bạn chút thông tin về bạn thấy espresso có đáng thử không,0,0,0,0,1,0
mình muốn hỏi bạn chút thông tin về cho tôi biết cà phê nào phù hợp với anh,0,0,1,0,0,0
mình hỏi chút tôi có thể tìm sản phẩm chứa mật ong ở đâu,0,0,0,1,0,0
cho tớ hỏi quán còn bán americano này không,1,0,0,0,0,0
bạn cho mình hỏi cà phê có sẵn không,1,0,0,0,0,0
cho mình thắc mắc có sản phẩm nào được chế biến từ cà phê,0,0,0,1,0,0
mình có một thắc mắc americano được làm từ nguyên liệu gì,1,0,0,0,0,0
mình muốn hỏi giữa americano và cà phê thì cái nào phù hợp hơn,0,0,0,0,1,0
mình có điều muốn hỏi sản phẩm có chứa trứng không,0,0,0,1,0,0
có thể hỏi bạn về cho tôi biết cà phê nào phù hợp với em,0,0,1,0,0,0
cậu giúp mình với cửa hàng gợi ý sản phẩm cho mình được không,0,0,1,0,0,0
cậu có thể cho mình biết cà phê nào tớ nên xem xét,0,0,1,0,0,0
mình cần chút thông tin về có thể đặt hàng espresso bây giờ được không,1,0,0,0,0,0
mình muốn tìm hiểu về bơ có trong sản phẩm nào,0,0,0,1,0,0
mình có một câu hỏi cho tôi biết cà phê nào phù hợp với mình,0,0,1,0,0,0
bạn cho mình xin thông tin về sản phẩm americano có xứng đáng không,0,0,0,0,1,0
có thể hỗ trợ mình với quán có thống kê về những sản phẩm bán chạy trong năm nay không,0,1,0,0,0,0
có thể giúp mình giải đáp nên chọn espresso hay cà phê,0,0,0,0,1,0
bạn cho mình hỏi americano được giới thiệu ra sao,1,0,0,0,0,0
bạn có thể trả lời thắc mắc của mình mình có thể biết những sản phẩm nào bán chạy trong tuần vừa qua không,0,1,0,0,0,0
mình có điều muốn hỏi cà phê có tốt như lời đồn không,0,0,0,0,1,0
mình có một thắc mắc tôi thích cà phê nào thì nên mua gì,0,0,1,0,0,0
có thể giải đáp giúp mình không americano được mô tả như thế nào,1,0,0,0,0,0
bạn cho mình xin thông tin về sản phẩm espresso có phải là sự lựa chọn hoàn hảo không,0,0,0,0,1,0
hey quán có thể giải đáp giúp mình không,0,0,0,0,0,1
có thể giải đáp giúp mình không có nên thử espresso không,0,0,0,0,1,0
hello nhân viên cho tớ hỏi,0,0,0,0,0,1
bạn cho mình xin thông tin về sản phẩm americano có thực sự chất lượng không,0,0,0,0,1,0
bạn có thể trả lời giúp mình sản phẩm nào được chế biến bởi bơ,0,0,0,1,0,0
mình thắc mắc chút cửa hàng gợi ý sản phẩm cho tớ được không,0,0,1,0,0,0
mình cần bạn giải đáp em muốn thử cà phê gì,0,0,1,0,0,0
mình hỏi chút sản phẩm cà phê có thực sự chất lượng không,0,0,0,0,1,0
bạn có thể cho tớ thông tin về sản phẩm nào giữa americano và cà phê là tốt hơn,0,0,0,0,1,0
mình có điều muốn hỏi mình muốn thử cà phê gì,0,0,1,0,0,0
cho mình hỏi sản phẩm nào sử dụng đường,0,0,0,1,0,0
bạn cho mình xin thông tin về americano có đang trong kho hay không,1,0,0,0,0,0
alo shop bạn giúp mình chút được không,0,0,0,0,0,1
mình cần bạn giải đáp americano được xếp vào loại nào trên thị trường,1,0,0,0,0,0
bạn giúp mình chút được không americano là sản phẩm thuộc phân khúc nào,1,0,0,0,0,0
có sản phẩm nào được chế biến từ cà phê,0,0,0,1,0,0
có thể giải đáp giúp mình không sản phẩm nào được chế biến bởi mật ong,0,0,0,1,0,0
chào cậu mình thắc mắc muốn hỏi bạn,0,0,0,0,0,1
hey quán có thể hỗ trợ mình với,0,0,0,0,0,1
bạn có thể trả lời giúp mình cà phê với espresso cái nào ngon hơn,0,0,0,0,1,0
có thể giúp mình giải đáp americano còn hàng không,1,0,0,0,0,0
mình muốn biết americano có được nhiều người yêu thích không,0,0,0,0,1,0
mình có một câu hỏi thông tin về espressothông tin chi tiết về espresso,1,0,0,0,0,0
mình muốn hỏi gợi ý cà phê nào cho tôi tốt nhất,0,0,1,0,0,0
bạn cho mình hỏi americano có phù hợp với tôi không,0,0,0,0,1,0
cậu có thể cho mình biết sản phẩm nào giữa americano và cà phê là tốt hơn,0,0,0,0,1,0
cho tớ hỏi chất lượng của americano có đảm bảo không,0,0,0,0,1,0
bạn giúp mình với americano được mô tả như thế nào,1,0,0,0,0,0
bạn giúp mình chút được không quán có thể cho biết những sản phẩm nào đang bán chạy theo tuần không,0,1,0,0,0,0
bạn cho mình hỏi trà có trong sản phẩm nào,0,0,0,1,0,0
có thể giải đáp giúp mình không espresso có đang trong kho hay không,1,0,0,0,0,0
xin chào shop cho mình hỏi,0,0,0,0,0,1
mình có một thắc mắc espresso được xếp vào loại nào trên thị trường,1,0,0,0,0,0
bạn có thể trả lời thắc mắc của mình mình cần bao nhiêu tiền để mua cà phê,1,0,0,0,0,0
sản phẩm chứa phô mai nào phổ biến nhất,0,0,0,1,0,0
có thể cho mình biết tớ có thể thử cà phê nào,0,0,1,0,0,0
mình cần chút thông tin về sản phẩm cà phê có phải là sự lựa chọn hoàn hảo không,0,0,0,0,1,0
bạn giúp mình với espresso có thành phần đặc trưng nào,1,0,0,0,0,0
mình có một câu hỏi sản phẩm chứa trà nào phổ biến nhất,0,0,0,1,0,0
cho mình hỏi chất lượng của espresso thế nào,0,0,0,0,1,0
alo nhân viên có thể hỏi bạn về,0,0,0,0,0,1
hey em mình có một câu hỏi,0,0,0,0,0,1
mình cần chút thông tin về có sản phẩm nào được chế biến từ sữa,0,0,0,1,0,0
mình có điều muốn hỏi sản phẩm nào sử dụng cà phê,0,0,0,1,0,0
bạn có thể cho tớ thông tin về cửa hàng gợi ý sản phẩm cho bạn được không,0,0,1,0,0,0
có thể giúp mình giải đáp sản phẩm nào được làm từ phô mai,0,0,0,1,0,0
bạn có thể trả lời giúp mình cà phê với espresso thì cái nào phổ biến hơn,0,0,0,0,1,0
bạn giúp mình chút được không espresso còn bao nhiêu ly,1,0,0,0,0,0
mình hỏi chút sản phẩm nào được mọi người mua nhiều nhất trong thời gian gần đây,0,1,0,0,0,0
mình thắc mắc muốn hỏi bạn sản phẩm có chứa mật ong không,0,0,0,1,0,0
mình đang thắc mắc về sản phẩm cà phê có hợp lý không,0,0,0,0,1,0
bạn cho mình xin thông tin về rõ hơn về cà phê,1,0,0,0,0,0
cậu giúp mình với nguyên liệu chính của espresso là gì,1,0,0,0,0,0
có thể hỏi bạn về sản phẩm nào có lượng mua cao nhất,0,1,0,0,0,0
hello em mình muốn biết,0,0,0,0,0,1
mình muốn hỏi bạn chút thông tin về có thể đặt hàng cà phê bây giờ được không,1,0,0,0,0,0
bạn có thể cho tớ thông tin về giá bán của americano hiện tại là bao nhiêu,1,0,0,0,0,0
bạn giúp mình chút được không có gì đặc biệt về cà phê mà mình nên biết,1,0,0,0,0,0
bạn có thể trả lời giúp mình americano có ngon không,0,0,0,0,1,0
bạn giúp mình chút được không cà phê có giá trị sử dụng cao không,0,0,0,0,1,0
có thể giúp mình giải đáp cho tôi biết cà phê nào phù hợp với tôi,0,0,1,0,0,0
bạn có thể cung cấp thông tin về bạn có thể gợi ý cà phê cho em không,0,0,1,0,0,0
bạn giúp mình với gợi ý cho anh cà phê tương tự với,0,0,1,0,0,0
bạn giúp mình chút được không cà phê có đảm bảo không,0,0,0,0,1,0
bạn cho mình xin thông tin về espresso có đáng tin cậy không,0,0,0,0,1,0
bạn giúp mình với,0,0,0,0,0,1
bạn giúp mình chút được không có sản phẩm nào chứa socola không,0,0,0,1,0,0
bạn có thể hỏi bạn về,0,0,0,0,0,1
cho mình hỏi quán có thể báo giá americano giúp mình được không,1,0,0,0,0,0
mình thắc mắc chút top sản phẩm nào đang được khách hàng yêu thích nhất hiện nay,0,1,0,0,0,0
mình có một câu hỏi sản phẩm nào được khách hàng thích nhất,0,1,0,0,0,0
bạn giúp mình chút được không hiện tại có thể mua bao nhiêu espresso,1,0,0,0,0,0
mình cần chút thông tin về danh sách sản phẩm bán chạy là gì,0,1,0,0,0,0
có thể hỏi bạn về sản phẩm nào sử dụng mật ong,0,0,0,1,0,0
mình đang thắc mắc về top sản phẩm nào đang được khách hàng yêu thích nhất hiện nay,0,1,0,0,0,0
cậu giúp mình với mô tả chi tiết về cà phê là gì,1,0,0,0,0,0
bạn có thể trả lời giúp mình cà phê nào phù hợp với anh,0,0,1,0,0,0
bạn có thể cho tớ thông tin về sản phẩm có chứa bột mì không,0,0,0,1,0,0
mình có điều muốn hỏi có sản phẩm nào chứa sữa không,0,0,0,1,0,0
mình thắc mắc muốn hỏi bạn espresso có ngon không,0,0,0,0,1,0
có thể hỏi bạn về bạn muốn biết cà phê nào là tốt nhất,0,0,1,0,0,0
hello bạn có thể hỏi bạn về,0,0,0,0,0,1
có thể giúp mình giải đáp cà phê nào bạn nên thử,0,0,1,0,0,0
cho tớ hỏi nên chọn espresso hay cà phê,0,0,0,0,1,0
bạn có thể cung cấp thông tin về americano có giá hiện tại là bao nhiêu,1,0,0,0,0,0
mình thắc mắc muốn hỏi bạn cà phê với espresso khác nhau như thế nào,0,0,0,0,1,0
bạn có thể cho tớ thông tin về cà phê nào tôi nên thử,0,0,1,0,0,0
cho mình hỏi cà phê còn hàng không,1,0,0,0,0,0
bạn có thể cho tớ thông tin về mặt hàng nào có lượt mua nhiều nhất trong tháng này,0,1,0,0,0,0
mình có điều muốn hỏi espresso được tạo thành từ những nguyên liệu gì,1,0,0,0,0,0
mình có một thắc mắc americano có phân loại ra sao,1,0,0,0,0,0
bạn giúp mình với chất lượng của americano thế nào,0,0,0,0,1,0
cho mình hỏi tôi có thể tìm sản phẩm chứa bột mì ở đâu,0,0,0,1,0,0
bạn cho mình thắc mắc,0,0,0,0,0,1
bạn có thể cho tớ thông tin về giá bán của cà phê hiện tại là bao nhiêu,1,0,0,0,0,0
có thể cho mình biết mình nên dùng cà phê nào,0,0,1,0,0,0
xin chào shop cậu giúp mình với,0,0,0,0,0,1
mình cần bạn giải đáp sản phẩm nào có lượng mua cao nhất,0,1,0,0,0,0
có thể hỗ trợ mình với espresso có phải là lựa chọn tốt không,0,0,0,0,1,0
mình đang thắc mắc về cà phê với espresso khác nhau như thế nào,0,0,0,0,1,0
bạn giúp mình với giá của espresso là bao nhiêu,1,0,0,0,0,0
bạn giúp mình với sản phẩm americano có đáng để sử dụng không,0,0,0,0,1,0
mình có điều muốn hỏi sản phẩm nào giữa espresso và cà phê là tốt hơn,0,0,0,0,1,0
có thể hỗ trợ mình với thành phần của cà phê không,1,0,0,0,0,0
mình muốn biết sản phẩm nào được chế biến bởi đường,0,0,0,1,0,0
alo em,0,0,0,0,0,1
mình có điều muốn hỏi sản phẩm có chứa bơ không,0,0,0,1,0,0
mình thắc mắc chút sản phẩm espresso có xứng đáng không,0,0,0,0,1,0
cho mình thắc mắc thành phần của cà phê không,1,0,0,0,0,0
mình thắc mắc muốn hỏi bạn bạn nên dùng cà phê nào,0,0,1,0,0,0
bạn cho mình xin thông tin về cà phê với espresso cái nào ngon hơn,0,0,0,0,1,0
hey mọi người có thể giải đáp giúp mình không,0,0,0,0,0,1
mình thắc mắc chút espresso có phải là lựa chọn tốt không,0,0,0,0,1,0
bạn có thể trả lời giúp mình sản phẩm americano có thực sự chất lượng không,0,0,0,0,1,0
bạn cho mình xin thông tin về cà phê có đáng tin cậy không,0,0,0,0,1,0
mình có một thắc mắc americano có đáng tin cậy không,0,0,0,0,1,0
mình hỏi chút cà phê có giá hiện tại là bao nhiêu,1,0,0,0,0,0
bạn có thể cung cấp thông tin về bạn có biết cà phê nào cho bạn không?,0,0,1,0,0,0
cậu có thể cho mình biết cà phê có tốt không,0,0,0,0,1,0
bạn có thể cho tớ thông tin về sản phẩm cà phê có phải là sự lựa chọn hoàn hảo không,0,0,0,0,1,0
có thể hỗ trợ mình với những sản phẩm nào có doanh thu cao nhất trong thời gian gần đây,0,1,0,0,0,0
cà phê nào phù hợp với bạn,0,0,1,0,0,0
bạn có thể trả lời giúp mình cho tôi biết cà phê nào phù hợp với em,0,0,1,0,0,0
cậu giúp mình với cà phê được giới thiệu ra sao,1,0,0,0,0,0
xin chào mọi người mình cần chút thông tin về,0,0,0,0,0,1
bạn có thể cung cấp thông tin về sản phẩm có chứa mật ong không,0,0,0,1,0,0
bạn có thể cung cấp thông tin về đánh giá về espresso có cao không,0,0,0,0,1,0
cậu có thể cho mình biết socola có trong sản phẩm nào,0,0,0,1,0,0
bạn giúp mình với espresso có đáng tiền không,0,0,0,0,1,0
mình hỏi chút sản phẩm nào có trứng,0,0,0,1,0,0
bạn giúp mình chút được không bạn muốn thử cà phê gì,0,0,1,0,0,0
mình thắc mắc chút giá của cà phê đã giảm hay chưa,1,0,0,0,0,0
có thể cho mình biết có cà phê nào mà tôi không nên bỏ lỡ không,0,0,1,0,0,0
mình muốn biết bạn có thể tham khảo cà phê nào,0,0,1,0,0,0
mình muốn hỏi bạn chút thông tin về espresso là thuộc dòng sản phẩm gì,1,0,0,0,0,0
mình có điều muốn hỏi có sản phẩm nào đang hot và có lượng bán cao không,0,1,0,0,0,0
mình có một câu hỏi nguyên liệu chính của americano là gì,1,0,0,0,0,0
mình đang thắc mắc về có cà phê nào mà em không nên bỏ lỡ không,0,0,1,0,0,0
bạn có thể cung cấp thông tin về gợi ý cho em cà phê tương tự với,0,0,1,0,0,0
hello mọi người có thể hỗ trợ mình với,0,0,0,0,0,1
mình thắc mắc muốn hỏi bạn bạn thấy espresso có đáng thử không,0,0,0,0,1,0
bạn cho mình xin thông tin về tôi có thể tìm sản phẩm chứa đường ở đâu,0,0,0,1,0,0
cho mình hỏi cà phê có tính năng nổi bật nào,1,0,0,0,0,0
mình có một thắc mắc gợi ý cà phê mà mình có thể thích,0,0,1,0,0,0
có thể giúp mình giải đáp cà phê được chế biến như thế nào,1,0,0,0,0,0
có thể giúp mình giải đáp americano có giá hiện tại là bao nhiêu,1,0,0,0,0,0
bạn có thể cung cấp thông tin về gợi ý cà phê mà mình có thể thích,0,0,1,0,0,0
bạn giúp mình chút được không sản phẩm có chứa cà phê không,0,0,0,1,0,0
có thể hỏi bạn về espresso có thực sự tốt không,0,0,0,0,1,0
mình có một câu hỏi tôi muốn thử cà phê gì,0,0,1,0,0,0
bạn cho mình hỏi gợi ý cà phê nào cho tớ tốt nhất,0,0,1,0,0,0
có thể hỏi bạn về sản phẩm có chứa đường không,0,0,0,1,0,0
mình đang thắc mắc về cửa hàng gợi ý sản phẩm cho em được không,0,0,1,0,0,0
bạn có thể cung cấp thông tin về sản phẩm chứa bột mì nào phổ biến nhất,0,0,0,1,0,0
bạn cho mình xin thông tin về americano có là sản phẩm phổ biến không,0,0,0,0,1,0
bạn có thể trả lời thắc mắc của mình sản phẩm nào giữa espresso và cà phê là tốt hơn,0,0,0,0,1,0
mình thắc mắc chút americano với cà phê khác nhau như thế nào,0,0,0,0,1,0
bạn cho mình hỏi espresso có sẵn không,1,0,0,0,0,0
bạn giúp mình với sản phẩm nào có mật ong,0,0,0,1,0,0
mình muốn biết anh muốn biết cà phê nào là tốt nhất,0,0,1,0,0,0
mình có một thắc mắc espresso là thuộc dòng sản phẩm gì,1,0,0,0,0,0
có thể giải đáp giúp mình không cà phê nào mình nên xem xét,0,0,1,0,0,0
bạn có thể cho tớ thông tin về gợi ý cho mình cà phê tương tự với,0,0,1,0,0,0
mình thắc mắc muốn hỏi bạn cà phê nào phù hợp với bạn,0,0,1,0,0,0
bạn có thể trả lời thắc mắc của mình có sản phẩm nào chứa trứng không,0,0,0,1,0,0
mình muốn biết americano là sản phẩm thuộc nhóm nào,1,0,0,0,0,0
cho mình hỏi giá của americano đã giảm hay chưa,1,0,0,0,0,0
mình có một câu hỏi americano giá bao nhiêu,1,0,0,0,0,0
sản phẩm cà phê có đáng để sử dụng không,0,0,0,0,1,0
cậu giúp mình với giá của cà phê là bao nhiêu,1,0,0,0,0,0
bạn cho mình hỏi espresso với cà phê cái nào ngon hơn,0,0,0,0,1,0
mình cần chút thông tin về có sản phẩm nào chứa sữa không,0,0,0,1,0,0
mình có điều muốn hỏi tôi thích cà phê nào thì nên mua gì,0,0,1,0,0,0
xin chào nhân viên cho mình hỏi,0,0,0,0,0,1
mình muốn hỏi bạn chút thông tin về những sản phẩm nào đang nằm trong top doanh số,0,1,0,0,0,0
